id,Name,Cost,Unit,Title,Description,Keywords,Steel_grade,Sawing,Standard,Diameter,Height,Width,Thickness,Section,Coating,View,Brinell_hardness
370,"Труба 55,5х2,5 ст20 ГК",12000,ton,"Труба 55,5х2,5 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 55,5х2,5 из стали 20","Где купить трубу 55,5х2,5 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 55,5х2,5! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 55 5х2 5 ст20, купить трубу 55 5х2 5 ст20, труба 55 5х2 5 ст20 цена, купить трубу 55 5х2 5",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
372,"Труба 57х3,5 ст10 ГК",28000,ton,"Труба 57х3,5 ст10 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х3,5 из стали 10","Где купить трубу 57х3,5 ст10 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х3,5! ГОСТ 8732, сталь 10. Звоните: (044) 503-50-45","труба 57х3 5 ст10, купить трубу 57х3 5 ст10, труба 57х3 5 ст10 цена, труба бесшовная ст10, купить трубу 57х3 5",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
373,"Труба 57х3,5 ст20 ГК",28000,ton,"Труба 57х3,5 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х3,5 из стали 20","Где купить трубу 57х3,5 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х3,5! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 57х3 5 ст20, купить трубу 57х3 5 ст20, труба 57х3 5 ст20 цена, купить трубу 57х3 5",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
374,Труба 57х4 ст10 ГК,28000,ton,Труба 57х4 ст10 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х4 из стали 10,"Где купить трубу 57х4 ст10 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х4! ГОСТ 8732, сталь 10. Звоните: (044) 503-50-45","труба 57х4 ст10, купить трубу 57х4 ст10, труба 57х4 ст10 цена, труба бесшовная ст10, купить трубу 57х4",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
375,Труба 57х4 ст20 ГК,28000,ton,Труба 57х4 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х4 из стали 20,"Где купить трубу 57х4 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х4! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 57х4 ст20, купить трубу 57х4 ст20, труба 57х4 ст20 цена, купить трубу 57х4",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
376,Труба 57х5 ст20 ГК,28000,ton,Труба 57х5 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х5 из стали 20,"Где купить трубу 57х5 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х5! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 57х5 ст20, купить трубу 57х5 ст20, труба 57х5 ст20 цена, купить трубу 57х5",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
377,"Труба 57х5,5 ст35",28000,ton,"Труба 57х5,5 ст35 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х5,5 из стали 35","Где купить трубу 57х5,5 ст35 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х5,5! ГОСТ 8732, сталь 35. Звоните: (044) 503-50-45","труба 57х5 5 ст35, купить трубу 57х5 5 ст35, труба 57х5 5 ст35 цена, труба бесшовная ст35, купить трубу 57х5 5",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
378,Труба 57х6 ст10 ГК,28000,agreed,Труба 57х6 ст10 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х6 из стали 10,"Где купить трубу 57х6 ст10 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х6! ГОСТ 8732, сталь 10. Звоните: (044) 503-50-45","труба 57х6 ст10, купить трубу 57х6 ст10, труба 57х6 ст10 цена, труба бесшовная ст10, купить трубу 57х6",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
379,Труба 57х6 ст20 ГК,28000,ton,Труба 57х6 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х6 из стали 20,"Где купить трубу 57х6 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х6! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 57х6 ст20, купить трубу 57х6 ст20, труба 57х6 ст20 цена, купить трубу 57х6",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
380,Труба 57х8 ст10 ГК,28000,ton,Труба 57х8 ст10 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х8 из стали 10,"Где купить трубу 57х8 ст10 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х8! ГОСТ 8732, сталь 10. Звоните: (044) 503-50-45","труба 57х8 ст10, купить трубу 57х8 ст10, труба 57х8 ст10 цена, труба бесшовная ст10, купить трубу 57х8",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
381,Труба 57х8 ст20 ГК,28000,ton,Труба 57х8 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х8 из стали 20,"Где купить трубу 57х8 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х8! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 57х8 ст20, купить трубу 57х8 ст20, труба 57х8 ст20 цена, купить трубу 57х8",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
382,"Труба 57х8,5 ст20",28000,ton,"Труба 57х8,5 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х8,5 из стали 20","Где купить трубу 57х8,5 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х8,5! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 57х8 5 ст20, купить трубу 57х8 5 ст20, труба 57х8 5 ст20 цена, купить трубу 57х8 5",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
383,Труба 57х10 ст20,28000,ton,Труба 57х10 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х10 из стали 20,"Где купить трубу 57х10 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х10! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 57х10 ст20, купить трубу 57х10 ст20, труба 57х10 ст20 цена, купить трубу 57х10",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
384,Труба 57х10 ст35 ГК,28000,ton,Труба 57х10 ст35 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х10 из стали 35,"Где купить трубу 57х10 ст35 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х10! ГОСТ 8732, сталь 35. Звоните: (044) 503-50-45","труба 57х10 ст35, купить трубу 57х10 ст35, труба 57х10 ст35 цена, труба бесшовная ст35, купить трубу 57х10",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
385,Труба 57х11 ст20 ГК,28000,ton,Труба 57х11 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 57х11 из стали 20,"Где купить трубу 57х11 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 57х11! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 57х11 ст20, купить трубу 57х11 ст20, труба 57х11 ст20 цена, купить трубу 57х11",,11-12м,ГОСТ 8732,,,,,,,Бесшовная горячекатаная труба,
